# arXiv:2508.05447 -- Pinky, Kumar, Singh & Jain, Features of Two-Quasiparticle Rotational Bands in Deformed Odd-Odd Nuclei
# CAPTURE TOTAL AGAINST THE PAPER'S OWN CENSUS -- entries 234/234, bands 173/173,
# bandhead states 61/61, all exact; 24 blocks against 24 nuclide sections,
# every block contiguous 1..n.  NOT SEATED: a capture is not an index, and
# seating is the overlap ruling's question.  One entry (164-Lu band 4) carries
# a falling spin sequence; it is the SOURCE's, not a missed boundary -- see
# deformed.discontinuities() and section 2e.
seq	A	Z	N	E	2I
0	156	67	89	0	8
1	156	67	89	52.37	2
2	156	67	89	82.23	4
3	156	67	89	117.58	2
4	156	67	89	(A<150)?	18
4	156	67	89	(A+134.27)	22
4	156	67	89	(A+344.57)	24
4	156	67	89	(A+474.04)	26
4	156	67	89	(A+738.1)	28
4	156	67	89	(A+950.4)	30
4	156	67	89	(A+1249.8)	32
4	156	67	89	(A+1533.3)	34
4	156	67	89	(A+1859.7)	36
4	156	67	89	(A+2204.1)	38
4	156	67	89	(A+2552.2)	40
4	156	67	89	(A+2947.7)	42
4	156	67	89	(A+3315.8)	44
5	156	67	89	(A+573.8)	26
5	156	67	89	(A+1105.3)	30
5	156	67	89	(A+1711.1)	34
5	156	67	89	(A+2386)	38
5	156	67	89	(A+2992)	42
6	156	67	89	0+y	16
6	156	67	89	91.0+y	18
6	156	67	89	185.5+y	20
6	156	67	89	320.0+y	22
6	156	67	89	530.2+y	24
6	156	67	89	660.1+y	26
6	156	67	89	923.8+y	28
6	156	67	89	1135.7+y	30
6	156	67	89	1436.3+y	32
6	156	67	89	1719.2+y	34
6	156	67	89	2045.9+y	36
6	156	67	89	2390.0+y	38
6	156	67	89	2738.7+y	40
6	156	67	89	3133.6+y	42
6	156	67	89	3496.3+y	44
6	156	67	89	3930.5+y	46
6	156	67	89	4297.2+y	48
6	156	67	89	4750.8+y	50
6	156	67	89	5123.2+y	52
6	156	67	89	5587.5+y	54
6	156	67	89	5978.3+y	56
6	156	67	89	6464.5+y	58
6	156	67	89	6884.3+y	60
6	156	67	89	7402.5+y	62
6	156	67	89	7854.4+y	64
6	156	67	89	8411+y	66
6	156	67	89	8890+y	68
6	156	67	89	9489+y	70
6	156	67	89	9994+y	72
7	156	67	89	660.5+y	20
7	156	67	89	849.1+y	22
7	156	67	89	1044.0+y	24
7	156	67	89	1267.0+y	26
7	156	67	89	1505.7+y	28
7	156	67	89	1769.6+y	30
7	156	67	89	2037.2+y	32
7	156	67	89	2337.6+y	34
7	156	67	89	2640.1+y	36
7	156	67	89	2969.6+y	38
7	156	67	89	3315.9+y	40
7	156	67	89	3668.8+y	42
7	156	67	89	4066.8+y	44
7	156	67	89	4439.8+y	46
7	156	67	89	4922.8+y	48
7	156	67	89	5301.8+y	50
7	156	67	89	5853.8+y	52
7	156	67	89	6214.8+y	54
7	156	67	89	6809.8+y	56
7	156	67	89	7066.8+y	58
7	156	67	89	7701+y	60
7	156	67	89	8611+y	64
8	156	67	89	0+y	24
8	156	67	89	227.9+y	26
8	156	67	89	484.1+y	28
8	156	67	89	761.7+y	30
8	156	67	89	1056.7+y	32
8	156	67	89	1367.1+y	34
8	156	67	89	1691.0+y	36
8	156	67	89	2023.9+y	38
8	156	67	89	2365.2+y	40
8	156	67	89	2700.1+y	42
8	156	67	89	2984.3+y	44
8	156	67	89	3234.3+y	46
8	156	67	89	3501.4+y	48
8	156	67	89	3789.2+y	50
8	156	67	89	4103.7+y	52
8	156	67	89	4443.3+y	54
8	156	67	89	4804.0+y	56
8	156	67	89	5191.3+y	58
8	156	67	89	5598.0+y	60
8	156	67	89	6030.3+y	62
8	156	67	89	6477.0+y	64
8	156	67	89	6951.3+y	66
8	156	67	89	7436+y	68
8	156	67	89	7945+y	70
8	156	67	89	8467+y	72
8	156	67	89	9016+y	74
9	156	67	89	0+z	22
9	156	67	89	161.9+z	24
9	156	67	89	324.1+z	26
9	156	67	89	541.5+z	28
9	156	67	89	758.1+z	30
9	156	67	89	1023.9+z	32
9	156	67	89	1285.9+z	34
9	156	67	89	1592.1+z	36
9	156	67	89	1891.6+z	38
9	156	67	89	2228.8+z	40
9	156	67	89	2557.7+z	42
9	156	67	89	2902.8+z	44
9	156	67	89	3285.7+z	46
9	156	67	89	3581.8+z	48
9	156	67	89	4039.7+z	50
9	156	67	89	4828.7+z	54
10	156	67	89	0+v	48
10	156	67	89	624+v	52
10	156	67	89	1304+v	56
10	156	67	89	2068+v	60
10	156	67	89	2922+v	64
10	156	67	89	3843+v	68
10	156	67	89	4814+v	72
10	156	67	89	5812+v	76
11	158	67	91	0.0	10
11	158	67	91	102.8	12
11	158	67	91	225.0	14
11	158	67	91	368.0	16
11	158	67	91	531.5	18
11	158	67	91	715.8	20
11	158	67	91	917.2	22
11	158	67	91	1111.4	24
11	158	67	91	1362.0	26
11	158	67	91	1557.2	28
11	158	67	91	1868.3	30
11	158	67	91	2013.7	32
11	158	67	91	2433.8	34
12	158	67	91	67.25	4
13	158	67	91	118.0	4
14	158	67	91	139.2	2
14	158	67	91	160.3	4
15	158	67	91	143.5	4
16	158	67	91	(156.9)	10
16	158	67	91	227.8	12
16	158	67	91	328.4	14
16	158	67	91	443.5	16
16	158	67	91	602.8	18
16	158	67	91	768.9	20
16	158	67	91	982.7	22
16	158	67	91	1204.7	24
16	158	67	91	1460.5	26
16	158	67	91	1737.9	28
16	158	67	91	2024.3	30
16	158	67	91	(2354.9)	32
17	158	67	91	180.0	18
17	158	67	91	405.0	20
17	158	67	91	652.0	22
17	158	67	91	918.0	24
17	158	67	91	1200.0	26
17	158	67	91	1497.0	28
17	158	67	91	1806.0	30
17	158	67	91	2121.8	32
17	158	67	91	2444.0	34
17	158	67	91	2765.0	36
18	158	67	91	315	2
19	158	67	91	378	2
20	158	67	91	408	4
21	158	67	91	279.2	14
21	158	67	91	359.3	16
21	158	67	91	454.5	18
21	158	67	91	582.4	20
21	158	67	91	735.9	22
21	158	67	91	918.8	24
21	158	67	91	1120.1	26
21	158	67	91	1349.4	28
21	158	67	91	1590.0	30
21	158	67	91	1860.3	32
21	158	67	91	2132.6	34
21	158	67	91	2431.1	36
21	158	67	91	2728.5	38
21	158	67	91	3052.1	40
22	158	67	91	207.9	16
22	158	67	91	278.6	18
22	158	67	91	379.2	20
22	158	67	91	494.1	22
22	158	67	91	653.4	24
22	158	67	91	819.4	26
22	158	67	91	1033.0	28
22	158	67	91	1254.7	30
22	158	67	91	1510.0	32
22	158	67	91	1787.8	34
22	158	67	91	2074.0	36
22	158	67	91	2403.7	38
22	158	67	91	2710.6	40
22	158	67	91	3085.3	42
22	158	67	91	3404.7	44
22	158	67	91	3812.8	46
22	158	67	91	4143.0	48
22	158	67	91	4584.8	50
23	160	67	93	0	10
23	160	67	93	107	12
23	160	67	93	232	14
23	160	67	93	375	16
23	160	67	93	536	18
23	160	67	93	707	20
23	160	67	93	919	22
23	160	67	93	1117	24
23	160	67	93	1345	26
23	160	67	93	1546	28
23	160	67	93	1820	30
23	160	67	93	2037	32
23	160	67	93	2330	34
23	160	67	93	2592	36
23	160	67	93	2887	38
23	160	67	93	3214	40
23	160	67	93	3524	42
23	160	67	93	3877	44
23	160	67	93	4205	46
23	160	67	93	4572	48
24	160	67	93	59.98	4
25	160	67	93	67.11	2
26	160	67	93	118	12
26	160	67	93	170	14
26	160	67	93	242	16
26	160	67	93	336	18
26	160	67	93	451	20
26	160	67	93	586	22
26	160	67	93	746	24
26	160	67	93	924	26
26	160	67	93	1128	28
26	160	67	93	1353	30
26	160	67	93	1595	32
26	160	67	93	1869	34
26	160	67	93	2142	36
26	160	67	93	2465	38
26	160	67	93	2761	40
26	160	67	93	3133	42
26	160	67	93	3446	44
26	160	67	93	3860	46
26	160	67	93	4185	48
26	160	67	93	4630	50
26	160	67	93	4966	52
26	160	67	93	5784	56
27	160	67	93	176	18
27	160	67	93	396	20
27	160	67	93	635	22
27	160	67	93	893	24
27	160	67	93	1167	26
27	160	67	93	1456	28
27	160	67	93	1756	30
27	160	67	93	2067	32
27	160	67	93	2379	34
27	160	67	93	2694	36
27	160	67	93	2998	38
27	160	67	93	3301	40
27	160	67	93	3599	42
27	160	67	93	3902	44
27	160	67	93	4194	46
27	160	67	93	4512	48
28	160	67	93	112	12
28	160	67	93	238	14
28	160	67	93	402	16
28	160	67	93	578	18
28	160	67	93	795	20
28	160	67	93	1019	22
28	160	67	93	1284	24
28	160	67	93	1552	26
28	160	67	93	1856	28
28	160	67	93	2161	30
28	160	67	93	2494	32
28	160	67	93	2821	34
29	162	67	95	0.0	2
29	162	67	95	38.3	4
29	162	67	95	96.1	6
29	162	67	95	171.1	8
29	162	67	95	270.0	10
29	162	67	95	385.9	12
29	162	67	95	521.5	14
29	162	67	95	672.8	16
29	162	67	95	846.4	18
29	162	67	95	1030.8	20
29	162	67	95	1244.2	22
29	162	67	95	1457.2	24
29	162	67	95	1709.1	26
29	162	67	95	1948.4	28
29	162	67	95	(2234.6)	30
30	162	67	95	106	12
30	162	67	95	176	14
30	162	67	95	266	16
30	162	67	95	377	18
30	162	67	95	507	20
30	162	67	95	657	22
30	162	67	95	828	24
30	162	67	95	1018	26
30	162	67	95	1225	28
30	162	67	95	1456	30
30	162	67	95	1697	32
30	162	67	95	1970	34
30	162	67	95	2240	36
30	162	67	95	2558	38
30	162	67	95	2852	40
30	162	67	95	3216	42
30	162	67	95	3528	44
30	162	67	95	3938	46
30	162	67	95	4264	48
30	162	67	95	4716	50
30	162	67	95	5052	52
30	162	67	95	5536	54
30	162	67	95	5881	56
31	162	67	95	179.8	2
31	162	67	95	389.7	12
31	162	67	95	476.0	14
31	162	67	95	563.0	16
31	162	67	95	687.4	18
31	162	67	95	811.2	20
31	162	67	95	978.6	22
31	162	67	95	1144.0	24
31	162	67	95	1358.6	26
31	162	67	95	1566.7	28
31	162	67	95	1827.6	30
31	162	67	95	2078.2	32
31	162	67	95	2380.4	34
31	162	67	95	2672.5	36
31	162	67	95	3006.0	38
31	162	67	95	3338.0	40
32	162	67	95	184.8	12
32	162	67	95	301.2	14
32	162	67	95	437.1	16
32	162	67	95	592.3	18
32	162	67	95	765.8	20
32	162	67	95	940.1	22
32	162	67	95	1146.7	24
32	162	67	95	1355.0	26
32	162	67	95	(1598.7)	28
32	162	67	95	1834.5	30
33	162	67	95	0+x	10
33	162	67	95	101.0+x	12
33	162	67	95	219.4+x	14
33	162	67	95	365.2+x	16
33	162	67	95	521.0+x	18
33	162	67	95	709.6+x	20
33	162	67	95	899.5+x	22
33	162	67	95	1129.3+x	24
34	162	67	95	0+y	18
34	162	67	95	217.2+y	20
34	162	67	95	454.7+y	22
34	162	67	95	710.3+y	24
34	162	67	95	984.0+y	26
34	162	67	95	1272.6+y	28
34	162	67	95	1581.5+y	30
35	164	67	97	0.0	2
35	164	67	97	37.3	4
35	164	67	97	94.0	6
35	164	67	97	167.7	8
35	164	67	97	262.2	10
35	164	67	97	370.7	12
35	164	67	97	503.4	14
35	164	67	97	644.9	16
35	164	67	97	814.7	18
35	164	67	97	985.9	20
35	164	67	97	1192.7	22
35	164	67	97	1387.9	24
35	164	67	97	1631.7	26
35	164	67	97	1865.3	28
35	164	67	97	2113.5	30
36	164	67	97	139.9	12
36	164	67	97	204.0	14
36	164	67	97	294.0	16
36	164	67	97	406.8	18
36	164	67	97	540.6	20
36	164	67	97	694.5	22
36	164	67	97	867.3	24
36	164	67	97	1058.5	26
36	164	67	97	1265.6	28
36	164	67	97	1492.2	30
36	164	67	97	1728.5	32
36	164	67	97	1990.4	34
36	164	67	97	2249.9	36
36	164	67	97	2548.4	38
36	164	67	97	2826.0	40
36	164	67	97	3162.3	42
36	164	67	97	3452.2	44
36	164	67	97	3827.0	46
36	164	67	97	4125.7	48
36	164	67	97	4541.8	50
37	164	67	97	188.6	6
37	164	67	97	297.4	8
37	164	67	97	429.9	10
38	164	67	97	191.1	12
38	164	67	97	317.4	14
38	164	67	97	461.2	16
38	164	67	97	621.9	18
38	164	67	97	799.4	20
38	164	67	97	993.1	22
38	164	67	97	1202.4	24
38	164	67	97	1427.0	26
38	164	67	97	1666.3	28
38	164	67	97	1919.3	30
38	164	67	97	2184.1	32
38	164	67	97	2462.8	34
39	164	67	97	193.3	2
39	164	67	97	208.0	4
39	164	67	97	236.1	6
39	164	67	97	273.8	8
39	164	67	97	331.2	10
39	164	67	97	398.5	12
39	164	67	97	488.3	14
39	164	67	97	586.9	16
39	164	67	97	711.9	18
39	164	67	97	843.1	20
39	164	67	97	1006.7	22
39	164	67	97	1171.3	24
39	164	67	97	1377.2	26
39	164	67	97	1577.2	28
39	164	67	97	1825.7	30
39	164	67	97	2062.4	32
39	164	67	97	2350.1	34
39	164	67	97	2623.9	36
39	164	67	97	2941.0	38
39	164	67	97	3250.4	40
40	164	67	97	342.7	10
40	164	67	97	452.4	12
40	164	67	97	579.6	14
40	164	67	97	723.1	16
40	164	67	97	881.5	18
40	164	67	97	1049.9	20
40	164	67	97	1234.8	22
40	164	67	97	1420.2	24
41	164	67	97	486	4
41	164	67	97	558	6
41	164	67	97	650	8
41	164	67	97	777	10
42	164	67	97	E	6
42	164	67	97	E+90.0	8
42	164	67	97	E+202.8	10
42	164	67	97	E+336.6	12
42	164	67	97	E+487.8	14
43	166	67	99	190.9038(20)	6
43	166	67	99	260.6653(23)	8
43	166	67	99	348.2617(26)	10
43	166	67	99	453.773(4)	12
43	166	67	99	577.216(6)	14
44	166	67	99	263.7895(23)	10
44	166	67	99	379.549(4)	12
44	166	67	99	514.363(7)	14
45	166	67	99	295.088(9)	12
45	166	67	99	423.654(10)	14
46	166	67	99	595.841(50	2
46	166	67	99	628.435(12)	4
46	166	67	99	683.810(5)	6
46	166	67	99	742.08(8)	8
47	166	67	99	371.9878(25)	8
47	166	67	99	470.8433(27)	10
47	166	67	99	588.104(4)	12
47	166	67	99	723.256(18)	14
48	166	67	99	373.158(6)	2
48	166	67	99	416.016(5)	4
48	166	67	99	475.736(7)	6
48	166	67	99	562.859(7)	8
48	166	67	99	658.086(10)	10
48	166	67	99	788.610(12)	12
49	166	67	99	426.090(5)	2
49	166	67	99	464.558(6)	4
49	166	67	99	522.045(5)	6
49	166	67	99	598.511(6)	8
49	166	67	99	693.701(6)	10
49	166	67	99	807.074(10)	12
50	166	67	99	430.040(4)	4
50	166	67	99	481.854(4)	6
50	166	67	99	547.934(5)	8
50	166	67	99	634.329(4)	10
50	166	67	99	732.549(14)	12
51	166	67	99	658.99(3)	0
51	166	67	99	774.516(15)	2
51	166	67	99	725.586(12)	4
51	166	67	99	881.089(19)	6
51	166	67	99	868.27(15)	8
52	166	67	99	558.579(4)	8
52	166	67	99	654.802(11)	10
52	166	67	99	771.77(8)	12
53	166	67	99	638.229(9)	4
53	166	67	99	704.947(9)	6
53	166	67	99	792.98(2)	8
54	166	67	99	567.654(6)	2
54	166	67	99	605.109(6)	4
54	166	67	99	662.235(7)	6
54	166	67	99	736.495(8)	8
54	166	67	99	832.264(9)	10
54	166	67	99	942.605(13)	12
55	166	67	99	592.460(9)	6
55	166	67	99	671.750(12)	8
55	166	67	99	769.549(16)	10
55	166	67	99	884.055(14)	12
56	166	67	99	599.4	8
57	166	67	99	719.44(4)	8
57	166	67	99	806.68(18)	10
57	166	67	99	911.40(4)	12
58	166	67	99	740.6	2
59	166	67	99	771.5	8
60	166	67	99	815.072(10)	6
60	166	67	99	890.988(12)	8
60	166	67	99	985.15(4)	10
60	166	67	99	1098.61(21)	12
61	166	67	99	1150	2
61	166	67	99	1184	4
61	166	67	99	1235	6
61	166	67	99	1303	8
61	166	67	99	1387	10
62	166	67	99	1272	12
62	166	67	99	1417	14
63	166	67	99	1560	12
63	166	67	99	1692	14
63	166	67	99	1834	16
63	166	67	99	1998	18
64	166	67	99	0	0
64	166	67	99	82.4709(19)	2
64	166	67	99	54.2388(7)	4
64	166	67	99	171.0726(12)	6
64	166	67	99	180.4686(28)	8
64	166	67	99	329.777(4)	10
64	166	67	99	377.808(4)	12
64	166	67	99	557.690(5)	14
65	166	67	99	5.971(12)	14
65	166	67	99	137.731(13)	16
65	166	67	99	286.96(10)	18
66	166	67	99	760.375(7)	6
66	166	67	99	837.734(8)	8
66	166	67	99	935.047(17)	10
67	166	67	99	722.00(15)	12
67	166	67	99	848.49(21)	14
68	166	67	99	905.60(1)	4
68	166	67	99	961.23(16)	6
68	166	67	99	1030.47(23)	8
69	166	67	99	925.51(3)	10
69	166	67	99	1038.43(20)	12
70	168	67	101	0.0	6
71	168	67	101	(59)	12
72	168	67	101	(143.5)	2
73	168	67	101	(187.3)	2
74	168	67	101	192.5	2
75	170	67	103	(0.0)	12
76	170	67	103	(120(70))	2
77	156	69	87	0.0	4
78	156	69	87	115.2(2)	2
79	156	69	87	(203)	6
80	156	69	87	(419)	10
81	156	69	87	203.6+x	22
81	156	69	87	771.2+x	26
81	156	69	87	1366.0+x	30
81	156	69	87	1725.7+x	32
81	156	69	87	2056.6+x	34
81	156	69	87	2335.6+x	36
81	156	69	87	2535.0+x	38
81	156	69	87	3234+x	42
81	156	69	87	3407+x	44
81	156	69	87	3978+x	46
81	156	69	87	4773+x	50
82	158	69	89	0.0	4
83	158	69	89	A+130	22
83	158	69	89	A+384	24
83	158	69	89	A+513	26
83	158	69	89	A+812	28
83	158	69	89	A+1030	30
83	158	69	89	A+1357	32
83	158	69	89	A+1641	34
83	158	69	89	A+1996	36
83	158	69	89	A+2324	38
83	158	69	89	A+2705	40
83	158	69	89	A+3058	42
83	158	69	89	A+3466	44
83	158	69	89	A+3843	46
83	158	69	89	A+4264	48
84	160	69	91	0.0	2
84	160	69	91	42.02	4
85	160	69	91	244.8	14
85	160	69	91	342.7	16
85	160	69	91	484.8	18
85	160	69	91	655.4	20
85	160	69	91	865.7	22
85	160	69	91	1094.5	24
85	160	69	91	1359.1	26
85	160	69	91	1632.5	28
85	160	69	91	1938.9	30
85	160	69	91	2243.2	32
85	160	69	91	2570.9	34
85	160	69	91	2814.6	36
85	160	69	91	3052.0	38
85	160	69	91	3314.6	40
85	160	69	91	3597.3	42
85	160	69	91	3911.8	44
85	160	69	91	4250.0	46
85	160	69	91	4611.0	48
85	160	69	91	5006.2	50
85	160	69	91	5410.5	52
